Price,Location,Area,Rooms,Bathrooms,Pieces,Type of property,Floor,Condition,Age,Air conditioning,Garden,Furnished,Pool,Heating,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views
"895,000 TND",Gammarth Supérieur inLa Marsa,140m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,20th,Good condition,10-20 years old,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no
Price on request,La Soukra inLa Soukra,315m²,4 Rooms,1 Bathroom,5 Pieces,Villa,,Good condition,,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
Price on request,Yasmine Hammamet inHammamet,650m²,4 Rooms,5 Bathrooms,2 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"520,000 TND",El Aouina,167m²,3 Rooms,,,Apartment,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"680,000 TND",Cité El Khalil inLa Marsa,201m²,4 Rooms,2 Bathrooms,5 Pieces,Villa,,Due for reform,5-10 years old,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"360,000 TND",Ain Zaghouan Nord inLa Marsa,112m²,2 Rooms,1 Bathroom,4 Pieces,Apartment,,New,,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"350,000 TND",Les Jardins de Carthage inLe Kram,74m²,1 Room,1 Bathroom,2 Pieces,Apartment,1st,Good condition,1-5 years old,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
Price on request,Djerba inDjerba,180m²,3 Rooms,3 Bathrooms,4 Pieces,Villa,,New,,yes,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no
Price on request,Djerba inDjerba,223m²,3 Rooms,3 Bathrooms,5 Pieces,Villa,,New,,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no
Price on request,Kélibia,81m²,1 Room,1 Bathroom,2 Pieces,Apartment,,New,,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"2,350,000 TND",La Marsa inLa Marsa,400m²,4 Rooms,2 Bathrooms,4 Pieces,House,,Good condition,10-20 years old,yes,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no
Price on request,Kélibia,75m²,1 Room,1 Bathroom,2 Pieces,Apartment,,New,,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
"2,500,000 TND",Zone Touristique inMonastir Ville,1170m²,,,,Villa,,,,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
"750,000 TND",Hammam Sousse,140m²,,,,Apartment,,,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"620,000 TND",Sousse Corniche,160m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,7th,Good condition,,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,yes
"255,000 TND",Cité de la Plage inHammam Sousse,86m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,3rd,Good condition,10-20 years old,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
"670,000 TND",Hammamet inHammamet,164m²,3 Rooms,3 Bathrooms,5 Pieces,Villa,,Good condition,,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"750,000 TND",Hammamet Sud inHammamet,670m²,3 Rooms,1 Bathroom,4 Pieces,Villa,,New,,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"385,000 TND",Cité El Wafa inNabeul,116m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,2nd,New,Less than 1 year,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no
"400,000 TND",Cité El Wafa inNabeul,119m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,2nd,New,Less than 1 year,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no
"185,000 TND",Nabeul inNabeul,64m²,1 Room,1 Bathroom,2 Pieces,Apartment,6th,New,10-20 years old,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no
"170,000 TND",Hammamet inHammamet,65m²,1 Room,1 Bathroom,2 Pieces,Apartment,,New,Less than 1 year,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"420,000 TND",Neapolis inNabeul,140m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,3rd,New,1-5 years old,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes
"190,000 TND",Nabeul inNabeul,54m²,1 Room,1 Bathroom,2 Pieces,Apartment,3rd,Good condition,10-20 years old,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes
"295,000 TND",Cité El Wafa inNabeul,108m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,2nd,New,1-5 years old,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no
"385,000 TND",Cité El Wafa inNabeul,108m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,3rd,New,Less than 1 year,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes
"340,000 TND",Cité El Wafa inNabeul,115m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,1st,New,Less than 1 year,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no
"400,000 TND",Cité El Wafa inNabeul,140m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,Less than 1 year,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"385,000 TND",Cité El Wafa inNabeul,123m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,4th,New,Less than 1 year,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"270,000 TND",Cité El Wafa inNabeul,70m²,1 Room,1 Bathroom,2 Pieces,Apartment,4th,New,Less than 1 year,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no
"395,000 TND",Nabeul inNabeul,121m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
"950,000 TND",Hammamet inHammamet,320m²,4 Rooms,2 Bathrooms,5 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"940,000 TND",Hammamet Nord inHammamet,275m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,New,,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"420,000 TND",Sidi Daoued inLa Marsa,160m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,,yes,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,no,yes,no
"980,000 TND",Chotrana 3 inLa Soukra,800m²,8 Rooms,5 Bathrooms,11 Pieces,Villa,,Good condition,,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"730,000 TND",Gammarth inLa Marsa,209m²,3 Rooms,3 Bathrooms,4 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
"1,500,000 TND",Sousse Ville inSousse Ville,1000m²,5 Rooms,2 Bathrooms,6 Pieces,Villa,,Good condition,,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"1,800,000 TND",El Menzah 6 inAriana Ville,770m²,5 Rooms,3 Bathrooms,9 Pieces,Villa,,Due for reform,,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no
"550,000 TND",El Omrane inEl Omrane,179m²,3 Rooms,3 Bathrooms,4 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no
"700,000 TND",Midoune inMidoun,509m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,New,,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"760,000 TND",Tezdaine,550m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,New,,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Price on request,Les Berges Du Lac 2 inLa Marsa,500m²,4 Rooms,4 Bathrooms,5 Pieces,Villa,,Good condition,5-10 years old,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,yes
"1,200,000 TND",La Marsa inLa Marsa,817m²,3 Rooms,2 Bathrooms,4 Pieces,Villa,,Due for reform,,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"580,000 TND",Sidi Daoued inLa Marsa,190m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,Good condition,,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
"450,000 TND",Cité Olympique inCité El Khadra,165m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
"345,000 TND",Cité Ennasr 1 inAriana Ville,120m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
"570,000 TND",Gammarth inLa Marsa,163m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
"345,000 TND",Cité Ennasr 1 inAriana Ville,124m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
"750,000 TND",Cité Du Stade inLa Marsa,150m²,3 Rooms,2 Bathrooms,4 Pieces,Villa,,Good condition,,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"950,000 TND",Bab Saadoun inTunis,582m²,3 Rooms,2 Bathrooms,6 Pieces,Villa,,Due for reform,,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,150,000 TND",Hammamet Sud inHammamet,5120m²,6 Rooms,3 Bathrooms,7 Pieces,Villa,,Good condition,,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no
"790,000 TND",La Soukra inLa Soukra,500m²,3 Rooms,2 Bathrooms,5 Pieces,Villa,,Due for reform,,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,700,000 TND",La Marsa inLa Marsa,1000m²,5 Rooms,3 Bathrooms,7 Pieces,Villa,,Due for reform,,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"420,000 TND",Les Jardins de Carthage inLe Kram,96m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,1st,Good condition,,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no
"1,550,000 TND",Les Jardins de Carthage inLe Kram,370m²,3 Rooms,1 Bathroom,4 Pieces,Villa,,Good condition,5-10 years old,no,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"450,000 TND",El Kantaoui inHammam Sousse,106m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,3rd,Good condition,,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
"150,000 TND",Kélibia,103m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"140,000 TND",Kélibia,180m²,2 Rooms,1 Bathroom,2 Pieces,House,,New,Less than 1 year,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"180,000 TND",Kélibia,126m²,2 Rooms,1 Bathroom,2 Pieces,Apartment,,New,Less than 1 year,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"2,000,000 TND",Grombalia,500m²,,,7 Pieces,Villa,,,,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no
Price on request,Hammamet inHammamet,400m²,5 Rooms,,5 Pieces,Villa,,,,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Yasmine Hammamet inHammamet,200m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,,,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
"820,000 TND",Hammamet inHammamet,300m²,,,5 Pieces,Villa,,,,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Hammamet Nord inHammamet,340m²,,,5 Pieces,Villa,,,,no,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no
"730,000 TND",La Marsa inLa Marsa,130m²,,,4 Pieces,Apartment,,,,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"350,897 TND",Hammamet inHammamet,100m²,1 Room,1 Bathroom,2 Pieces,Apartment,,,,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,200,000 TND",Le Kram,298m²,,,5 Pieces,Apartment,,,,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"990,000 TND",Yasmine Hammamet inHammamet,215m²,,,5 Pieces,Apartment,,,,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Hammamet inHammamet,100m²,,,2 Pieces,Apartment,,,,yes,no,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"480,000 TND",Ariana Ville,136m²,,,4 Pieces,Apartment,,,,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"950,000 TND",Hammamet Nord inHammamet,300m²,5 Rooms,,5 Pieces,Villa,,,,yes,no,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"185,000 TND",Yasmine Hammamet inHammamet,32m²,,,1 Piece,Apartment,,,,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"185,000 TND",Yasmine Hammamet inHammamet,32m²,,,1 Piece,Apartment,,,,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"343,000 TND",La Manouba,,,,,Apartment,,,,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no
"1,750,000 TND",La Marsa,270m²,,,7 Pieces,Villa,,,,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"760,800 TND",Yasmine Hammamet inHammamet,634m²,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"961,000 TND",Yasmine Hammamet inHammamet,961m²,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Yasmine Hammamet inHammamet,607m²,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"780,000 TND",Hammamet inHammamet,280m²,2 Rooms,,5 Pieces,Villa,,,,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"347,500 TND",Hammamet inHammamet,110m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"361,500 TND",Hammamet inHammamet,111m²,3 Rooms,,4 Pieces,Apartment,,,,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"675,000 TND",La Marsa inLa Marsa,150m²,2 Rooms,2 Bathrooms,4 Pieces,Apartment,,,,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"875,000 TND",Hammamet inHammamet,260m²,,,4 Pieces,Villa,,,,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Tunis,6000m²,,,8 Pieces,Villa,,,,no,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no
"680,000 TND",Hammamet inHammamet,250m²,5 Rooms,2 Bathrooms,5 Pieces,Villa,,Good condition,,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Hammamet Nord inHammamet,1700m²,5 Rooms,,6 Pieces,Villa,,,,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"3,950,000 TND",Yasmine Hammamet inHammamet,650m²,4 Rooms,3 Bathrooms,6 Pieces,Villa,,,,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
"4,500,000 TND",Hammamet Nord inHammamet,650m²,,,8 Pieces,Villa,,,,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"440,000 TND",Khezama inSousse Jaouhara,120m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,5th,Good condition,,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes
"197,000 TND",El Menzah 7 inAriana Ville,117m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Due for reform,,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,300,000 TND",El Manar 2 inEl Menzah,620m²,5 Rooms,2 Bathrooms,6 Pieces,House,,Good condition,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"310,000 TND",La Soukra inLa Soukra,130m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,Due for reform,10-20 years old,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
"169,000 TND",Dar Fadhal inLa Soukra,66m²,1 Room,1 Bathroom,2 Pieces,Apartment,,Good condition,1-5 years old,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
"450,000 TND",Ain Zaghouan Nord inLa Marsa,112m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,,New,Less than 1 year,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no
"412,000 TND",Sousse Ville inSousse Ville,178m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,5th,Good condition,,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"780,000 TND",Hammamet Sud inHammamet,740m²,3 Rooms,3 Bathrooms,4 Pieces,Villa,,New,,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"390,000 TND",Sousse Ville inSousse Ville,115m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,5th,Good condition,,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Les Berges Du Lac 1 inLa Marsa,210m²,4 Rooms,2 Bathrooms,6 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no
Price on request,Les Jardins de Carthage inLe Kram,60m²,1 Room,1 Bathroom,1 Piece,Apartment,,New,,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no
"650,000 TND",Les Jardins de Carthage inLe Kram,160m²,2 Rooms,,,Apartment,,,,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"700,000 TND",Raoued inRaoued,290m²,7 Rooms,1 Bathroom,3 Pieces,Villa,,New,,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"650,000 TND",Yasmine Hammamet inHammamet,500m²,5 Rooms,3 Bathrooms,7 Pieces,Villa,,Good condition,1-5 years old,no,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"600,000 TND",Mohamadia inMohamadia,210m²,5 Rooms,3 Bathrooms,8 Pieces,Villa,,New,1-5 years old,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
"130,000 TND",Sousse Corniche inSousse Ville,40m²,,,,Apartment,,,,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"78,000 TND",Monastir Ville,35m²,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"115,000 TND",Sahline,100m²,,,,Apartment,,,,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"395,000 TND",Sahline,290m²,,,,Villa,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"225,000 TND",Hiboun inMahdia Ville,140m²,,,,Apartment,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"950,000 TND",El Menzah 5 inAriana Ville,602m²,,,,Villa,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"225,000 TND",Monastir Ville,187m²,,,,Apartment,,,,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"220,000 TND",Ksar Hellal,400m²,5 Rooms,2 Bathrooms,7 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"2,200,000 TND",Gammarth inLa Marsa,450m²,3 Rooms,3 Bathrooms,4 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
"1,180,000 TND",Gammarth inLa Marsa,250m²,3 Rooms,3 Bathrooms,4 Pieces,Villa,,New,Less than 1 year,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
"2,600,000 TND",La Soukra inLa Soukra,1300m²,5 Rooms,3 Bathrooms,8 Pieces,Villa,,Good condition,5-10 years old,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
"286,000 TND",Tunis Belvedere inEl Menzah,136m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,3rd,Good condition,30-50 years old,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
Price on request,Djerba inDjerba,600m²,3 Rooms,2 Bathrooms,5 Pieces,Villa,,New,,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"474,500 TND",Djerba inDjerba,220m²,2 Rooms,2 Bathrooms,5 Pieces,Villa,,New,,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"630,000 TND",Les Jardins de Carthage inLe Kram,134m²,2 Rooms,,,Apartment,,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"340,000 TND",Hammamet Sud inHammamet,100m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no
"480,000 TND",Cité Ennasr 2 inAriana Ville,210m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,4th,Good condition,1-5 years old,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"350,000 TND",La Goulette,147m²,,,,Apartment,,,,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"795,000 TND",Hammamet inHammamet,500m²,3 Rooms,3 Bathrooms,5 Pieces,House,,New,Less than 1 year,no,yes,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
"780,000 TND",Hammamet Sud inHammamet,1000m²,4 Rooms,4 Bathrooms,2 Pieces,Villa,,New,Less than 1 year,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no
"650,000 TND",Hammamet inHammamet,250m²,2 Rooms,3 Bathrooms,2 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Hammamet inHammamet,245m²,3 Rooms,2 Bathrooms,3 Pieces,Apartment,,Good condition,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Hammamet inHammamet,350m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,New,,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"185,000 TND",Hergla,114m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,3rd,Good condition,10-20 years old,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no
"390,000 TND",Khezama inSousse Jaouhara,220m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,5th,Good condition,,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
"1,100,000 TND",Aouina inLa Marsa,300m²,6 Rooms,4 Bathrooms,9 Pieces,Villa,,Good condition,5-10 years old,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
