Price,Location,Area,Rooms,Bathrooms,Pieces,Type of property,Floor,Condition,Age,Air conditioning,Garden,Furnished,Pool,Heating,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views
Price on request,Gammarth Supérieur inLa Marsa,1400m²,8 Rooms,7 Bathrooms,9 Pieces,Villa,,Good condition,Less than 1 year,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes
Price on request,Nabeul inNabeul,200m²,4 Rooms,2 Bathrooms,,Apartment,1st,New,20-30 years old,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"365,000 TND",Hammamet inHammamet,110m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"3,000,000 TND",Amilcar inCarthage,560m²,4 Rooms,6 Bathrooms,6 Pieces,Villa,,Good condition,20-30 years old,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"4,800,000 TND",Les Berges Du Lac 1 inLa Marsa,1350m²,5 Rooms,4 Bathrooms,6 Pieces,House,,Good condition,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,600,000 TND",El Menzah,1080m²,,,,Villa,,,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"2,275,000 TND",Hammamet Sud inHammamet,672m²,5 Rooms,3 Bathrooms,7 Pieces,Villa,,Good condition,10-20 years old,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no
"3,100,000 TND",Gammarth Supérieur inLa Marsa,375m²,5 Rooms,4 Bathrooms,6 Pieces,Villa,,,,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"80,000 TND",Bir El Bey inHammam Chatt,85m²,4 Rooms,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"800,000 TND",Akouda,270m²,5 Rooms,,,House,,,,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"900,000 TND",Hergla,500m²,3 Rooms,,,House,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"230,000 TND",Tantana inHammam Sousse,61m²,2 Rooms,,,Apartment,,,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"170,000 TND",Hammam Sousse,40m²,1 Room,,,Apartment,,,,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"350,000 TND",Sahloul inSousse Jaouhara,130m²,3 Rooms,,,Apartment,,,,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
"360,000 TND",Hammam Sousse,70m²,2 Rooms,,,Apartment,,,,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"120,000 TND",Tantana inAkouda,23m²,1 Room,,,Apartment,,,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"280,000 TND",Hammam Sousse,50m²,2 Rooms,,,Apartment,,,,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"3,200,000 TND",Gammarth inLa Marsa,1400m²,3 Rooms,3 Bathrooms,4 Pieces,Villa,,Good condition,,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
"2,450,000 TND",Chotrana 3 inLa Soukra,1200m²,4 Rooms,3 Bathrooms,11 Pieces,Villa,,New,Less than 1 year,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
Price on request,Cité Essalem inBoumhel Bassatine,224m²,3 Rooms,1 Bathroom,2 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,425,000 TND",Bhar Lazreg inLa Marsa,1426m²,4 Rooms,3 Bathrooms,5 Pieces,Villa,,Good condition,,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"700,000 TND",Nabeul inNabeul,530m²,3 Rooms,2 Bathrooms,5 Pieces,House,,Good condition,,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no
"3,200,000 TND",Les Berges Du Lac 2 inLa Marsa,616m²,3 Rooms,,,House,,,,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"220,000 TND",Hammamet inHammamet,150m²,3 Rooms,,4 Pieces,Villa,,,,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"2,650,000 TND",Raoued inRaoued,3306m²,5 Rooms,3 Bathrooms,8 Pieces,House,,Due for reform,20-30 years old,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
"650,000 TND",Nabeul inNabeul,150m²,1 Room,1 Bathroom,2 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes
"336,000 TND",Sahloul inSousse Ville,105m²,2 Rooms,1 Bathroom,1 Piece,Apartment,3rd,New,1-5 years old,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no
"1,500,000 TND",Kélibia,1500m²,3 Rooms,1 Bathroom,3 Pieces,Villa,,New,,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"170,000 TND",Kélibia,180m²,3 Rooms,2 Bathrooms,4 Pieces,House,,New,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"800,000 TND",Les Jardins de Carthage inLe Kram,240m²,3 Rooms,3 Bathrooms,4 Pieces,Apartment,,Good condition,Less than 1 year,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
Price on request,Kélibia,108m²,2 Rooms,1 Bathroom,1 Piece,Apartment,,New,Less than 1 year,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"660,000 TND",Borj Louzir inLa Soukra,345m²,3 Rooms,2 Bathrooms,5 Pieces,House,,Good condition,10-20 years old,no,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no
"225,000 TND",Mornag inMornag,160m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,4th,New,,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no
"460,000 TND",Nabeul inNabeul,91m²,1 Room,1 Bathroom,3 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes
Price on request,Beni Khiar inBeni Khiar,232m²,9 Rooms,5 Bathrooms,1 Piece,Apartment,2nd,Good condition,10-20 years old,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no
"1,100,000 TND",Gammarth inLa Marsa,178m²,3 Rooms,3 Bathrooms,2 Pieces,Villa,,Good condition,,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"180,000 TND",Soliman,291m²,2 Rooms,1 Bathroom,5 Pieces,House,,Due for reform,5-10 years old,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"100,000 TND",Bab Jazira inTunis,50m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,5-10 years old,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"750,000 TND",Bouhssina inSousse Ville,370m²,5 Rooms,2 Bathrooms,14 Pieces,Villa,,Good condition,1-5 years old,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"3,200,000 TND",Sousse Ville inSousse Ville,2009m²,5 Rooms,3 Bathrooms,18 Pieces,Villa,,Good condition,1-5 years old,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"680,000 TND",Chott Meriem inAkouda,668m²,3 Rooms,2 Bathrooms,9 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"235,000 TND",Aouina inLa Marsa,78m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
"165,000 TND",La Medina,123m²,3 Rooms,2 Bathrooms,3 Pieces,House,,Due for reform,30-50 years old,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"250,000 TND",Kairouan Sud,78m²,2 Rooms,2 Bathrooms,2 Pieces,Apartment,,Good condition,,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
"10,500 TND",La Soukra,500m²,,,,Apartment,,,,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Price on request,Hammamet,245m²,3 Rooms,2 Bathrooms,4 Pieces,Villa,,,,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Kélibia,450m²,5 Rooms,2 Bathrooms,5 Pieces,Villa,,,,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"867,000 TND",Hammamet inHammamet,240m²,2 Rooms,2 Bathrooms,4 Pieces,Villa,,,,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"515,000 TND",La Manouba,300m²,2 Rooms,,8 Pieces,Villa,,,,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"700,000 TND",Kélibia,750m²,4 Rooms,2 Bathrooms,6 Pieces,House,,New,,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"280,000 TND",Kélibia,200m²,4 Rooms,,,House,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Les Jardins de Carthage inLe Kram,62m²,1 Room,1 Bathroom,2 Pieces,Apartment,1st,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"765,000 TND",Les Jardins de Carthage inLe Kram,172m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,2nd,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"310,000 TND",Hammamet Sud inHammamet,110m²,2 Rooms,2 Bathrooms,3 Pieces,Apartment,1st,New,Less than 1 year,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no
"950,000 TND",Chotrana 3 inLa Soukra,810m²,8 Rooms,4 Bathrooms,8 Pieces,House,,Good condition,5-10 years old,yes,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,yes,no
"330,000 TND",La Soukra inLa Soukra,,3 Rooms,3 Bathrooms,4 Pieces,Apartment,,New,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"430,000 TND",Hammam El Ghezaz,360m²,2 Rooms,,,Apartment,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"820,000 TND",El Mourouj 6 inEl Mourouj,330m²,8 Rooms,4 Bathrooms,8 Pieces,Villa,,Good condition,5-10 years old,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no
"200,000 TND",Aghir,100m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,10-20 years old,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes
Price on request,Hammam Sousse inHammam Sousse,350m²,3 Rooms,2 Bathrooms,3 Pieces,House,,Good condition,,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"1,500,000 TND",Cité El Menzah,682m²,8 Rooms,3 Bathrooms,10 Pieces,Villa,,,,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"488,000 TND",Djerba inDjerba,127m²,,1 Bathroom,,Villa,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,200,000 TND",El Menzah 8 inAriana Ville,650m²,6 Rooms,3 Bathrooms,7 Pieces,Villa,,Good condition,,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"95,000 TND",Bouficha,120m²,2 Rooms,1 Bathroom,3 Pieces,House,,Good condition,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"1,030,000 TND",Rades Mongil inRades,600m²,7 Rooms,5 Bathrooms,7 Pieces,House,,New,1-5 years old,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no
"1,600,000 TND",Cité de la Plage inHammam Sousse,600m²,4 Rooms,4 Bathrooms,4 Pieces,Villa,,New,1-5 years old,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,450,000 TND",Tunis,300m²,3 Rooms,,,Apartment,,,,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"170,000 TND",Ezzouhour 5 inEl Hrairia,80m²,4 Rooms,1 Bathroom,5 Pieces,House,,Good condition,,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"950,000 TND",Sousse Riadh inSousse Ville,500m²,8 Rooms,2 Bathrooms,18 Pieces,Villa,,Good condition,1-5 years old,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Ariana inAriana Ville,500m²,5 Rooms,2 Bathrooms,7 Pieces,Villa,,Due for reform,10-20 years old,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"355,000 TND",Sahloul inSousse Ville,136m²,2 Rooms,2 Bathrooms,1 Piece,Apartment,1st,New,Less than 1 year,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no
"870,000 TND",Hammam Sousse inHammam Sousse,500m²,6 Rooms,2 Bathrooms,17 Pieces,Apartment,,Good condition,1-5 years old,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"450,000 TND",Akouda inAkouda,525m²,4 Rooms,1 Bathroom,9 Pieces,Villa,,Good condition,1-5 years old,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"880,000 TND",Sahloul inSousse Jaouhara,640m²,6 Rooms,3 Bathrooms,14 Pieces,Villa,,Good condition,1-5 years old,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Menzel Bourguiba,,1 Room,1 Bathroom,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,350,000 TND",Hammamet Sud inHammamet,2800m²,7 Rooms,3 Bathrooms,16 Pieces,Villa,,New,,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
"540,000 TND",Ennasr,180m²,,,,Apartment,,,,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no
"850,000 TND",Hammamet inHammamet,1000m²,4 Rooms,4 Bathrooms,5 Pieces,Villa,,New,,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no
"1,450,000 TND",El Menzah 4 inEl Menzah,600m²,6 Rooms,3 Bathrooms,7 Pieces,Villa,,Good condition,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"125,000 TND",Cité du Jardin 1 inSfax Ville,124m²,3 Rooms,2 Bathrooms,6 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,100,000 TND",Hammamet inHammamet,485m²,4 Rooms,3 Bathrooms,9 Pieces,Villa,,New,1-5 years old,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"450,000 TND",El Menzah 9 inEl Menzah,210m²,2 Rooms,2 Bathrooms,1 Piece,Apartment,,New,1-5 years old,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,no,yes,yes,no,yes,no
"270,000 TND",El Kantaoui inHammam Sousse,54m²,1 Room,1 Bathroom,3 Pieces,Apartment,,Good condition,,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"410,000 TND",Sahloul inSousse Jaouhara,185m²,3 Rooms,1 Bathroom,5 Pieces,Apartment,6th,Good condition,5-10 years old,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"530,000 TND",La Soukra inLa Soukra,220m²,3 Rooms,2 Bathrooms,5 Pieces,Apartment,6th,Good condition,,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
"5,610,000 TND",Carthage inCarthage,500m²,,,8 Pieces,Villa,,,,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"1,750,000 TND",Carthage inCarthage,412m²,4 Rooms,2 Bathrooms,5 Pieces,Villa,,Due for reform,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"3,000,000 TND",La Marsa inLa Marsa,1000m²,3 Rooms,2 Bathrooms,4 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"398,000 TND",Sousse Corniche,150m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,New,Less than 1 year,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes
Price on request,Zaghouan,126m²,3 Rooms,1 Bathroom,5 Pieces,House,,Good condition,10-20 years old,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,La Soukra inLa Soukra,230m²,5 Rooms,,,House,,,,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"560,000 TND",El Aouina,180m²,3 Rooms,,,House,,,,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"1,250,000 TND",La Soukra inLa Soukra,450m²,5 Rooms,,6 Pieces,Villa,,,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Carthage inCarthage,1215m²,8 Rooms,4 Bathrooms,9 Pieces,House,,Due for reform,20-30 years old,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes
"280,000 TND",Aouina inLa Marsa,,3 Rooms,1 Bathroom,4 Pieces,Apartment,,Good condition,,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,La Manouba inLa Manouba,490m²,8 Rooms,3 Bathrooms,10 Pieces,Villa,,Good condition,,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,El Bassatine inMornaguia,500m²,4 Rooms,2 Bathrooms,8 Pieces,Villa,,Good condition,10-20 years old,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,yes,no
Price on request,Hammamet Nord inHammamet,180m²,3 Rooms,1 Bathroom,3 Pieces,Apartment,,New,Less than 1 year,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes
Price on request,Al-Qayrawan,270m²,3 Rooms,2 Bathrooms,5 Pieces,Apartment,,Good condition,5-10 years old,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,no
"520,000 TND",Raoued inRaoued,315m²,3 Rooms,2 Bathrooms,4 Pieces,House,,New,5-10 years old,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"590,000 TND",Borj Louzir inLa Soukra,306m²,5 Rooms,3 Bathrooms,7 Pieces,Villa,,Good condition,,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
"130,000,000 TND",Cité El Khadra inCité El Khadra,65m²,3 Rooms,1 Bathroom,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,Djerba inDjerba,415m²,3 Rooms,3 Bathrooms,4 Pieces,Villa,,New,,no,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Price on request,El Mourouj 1 inEl Mourouj,575m²,12 Rooms,4 Bathrooms,,House,,Due for reform,20-30 years old,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"1,350,000 TND",Mutuelle Ville inEl Menzah,432m²,5 Rooms,3 Bathrooms,6 Pieces,House,,Good condition,10-20 years old,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,yes,no
"235,000 TND",Cité El Wafa inNabeul,67m²,3 Rooms,1 Bathroom,4 Pieces,Apartment,,New,1-5 years old,yes,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
Price on request,Charguia 2 inLa Soukra,9200m²,10 Rooms,,,Apartment,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,Kalâa Kebira,18000m²,6 Rooms,7 Bathrooms,8 Pieces,House,,New,5-10 years old,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no
"400,000 TND",El Kantaoui inHammam Sousse,123m²,2 Rooms,1 Bathroom,4 Pieces,Apartment,,Good condition,,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Price on request,Khaznadar inLe Bardo,470m²,9 Rooms,2 Bathrooms,2 Pieces,Villa,,Good condition,30-50 years old,no,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
"1,750,000 TND",Aouina inLa Marsa,700m²,5 Rooms,3 Bathrooms,6 Pieces,Villa,,Good condition,5-10 years old,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no
"1,700,000 TND",Hammamet inHammamet,,4 Rooms,3 Bathrooms,7 Pieces,Villa,,Good condition,,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no
Price on request,Bellevue inEl Ouardia,430m²,8 Rooms,4 Bathrooms,,Villa,,Good condition,10-20 years old,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
"2,400,000 TND",La Soukra inLa Soukra,800m²,5 Rooms,4 Bathrooms,6 Pieces,Villa,,Good condition,1-5 years old,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
"400,000 TND",Sahloul inSousse Jaouhara,145m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,1st,Good condition,1-5 years old,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no
"450,000 TND",Chott Meriem inAkouda,200m²,3 Rooms,1 Bathroom,5 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,El Kantaoui inHammam Sousse,50m²,1 Room,1 Bathroom,1 Piece,Apartment,1st,Good condition,20-30 years old,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no
Price on request,Les Berges Du Lac 1 inLa Marsa,250m²,4 Rooms,3 Bathrooms,7 Pieces,House,,Good condition,,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no
"3,500,000 TND",El Kantaoui inHammam Sousse,720m²,5 Rooms,5 Bathrooms,7 Pieces,Villa,,New,1-5 years old,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
"1,700,000 TND",Sousse Corniche inSousse Ville,932m²,24 Rooms,10 Bathrooms,24 Pieces,Apartment,1st,Good condition,,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no
"850,000 TND",Aghir,750m²,4 Rooms,1 Bathroom,3 Pieces,Villa,,Good condition,,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"3,500,000 TND",Carthage inCarthage,754m²,5 Rooms,2 Bathrooms,6 Pieces,Villa,,Good condition,,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Price on request,El Menzah 1 inEl Menzah,632m²,4 Rooms,4 Bathrooms,6 Pieces,House,,New,1-5 years old,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no
"370,000 TND",Gammarth inLa Marsa,165m²,3 Rooms,2 Bathrooms,4 Pieces,Apartment,,New,,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"270,000 TND",Cité El Wafa inNabeul,119m²,2 Rooms,1 Bathroom,3 Pieces,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"560,000 TND",Hammamet Nord inHammamet,118m²,2 Rooms,1 Bathroom,3 Pieces,Apartment,,Good condition,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"2,400,000 TND",Gammarth Supérieur inLa Marsa,1208m²,5 Rooms,3 Bathrooms,2 Pieces,Villa,,Good condition,,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Price on request,El Mourouj 4 inEl Mourouj,108m²,3 Rooms,1 Bathroom,3 Pieces,Apartment,3rd,New,1-5 years old,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no
