Title,Price,Location,Area,Pieces,Rooms,Bathrooms,Condition,Stage,Air conditioning,Heating,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views,Age,uknown
Rent an apartment in Les Jardins de Carthage. 3 lovely rooms. Enclosed residence.,"1,700 TND",Les Jardins de Carthage inLe Kram,130m²,,3 Rooms,,,,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,,
Flat for rent in La Marsa. 3 lovely rooms. Balcony.,"1,700 TND",La Marsa inLa Marsa,,4 Pieces,3 Rooms,2 Bathrooms,Good condition,,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,,
Flat for rent in La Soukra. 2 beautiful rooms. Well equipped kitchen.,"1,450 TND",La Soukra inLa Soukra,250m²,3 Pieces,2 Rooms,2 Bathrooms,New,,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,1-5 years old,
Find an apartment for rent in Bouhssina. Dimension 100 m². Ample storage space.,170 TND,Bouhssina inSousse Ville,100m²,,2 Rooms,1 Bathroom,Good condition,1ststage,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,1-5 years old,1 Piece
Lovely apartment for rent in Cité Du Stade. 2 comfortable rooms. Furnished.,"2,000 TND",La Marsa inLa Marsa,40m²,2 Pieces,1 Room,1 Bathroom,Good condition,,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,no,,
Apartment for rent in Les Jardins de Carthage. 1 lovely room. Cellar.,180 TND,Les Jardins de Carthage inLe Kram,90m²,,1 Room,1 Bathroom,New,4thstage,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,Less than 1 year,1 Piece
Great apartment for rent in Nouvelle Medina. Dimension 126 m². Double glazed windows and central heating.,"1,050 TND",Nouvelle Medina inNouvelle Medina,126m²,,3 Rooms,1 Bathroom,New,3rdstage,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,Less than 1 year,
Apartment for rent in Cité Du Stade. 2 beautiful rooms. Storage unit.,"1,800 TND",Cité Du Stade inLa Marsa,110m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,5-10 years old,
Apartment for rent in Les Jardins de Carthage. 3 rooms. Fitted kitchen.,"1,900 TND",Les Jardins de Carthage inLe Kram,138m²,,3 Rooms,2 Bathrooms,New,4thstage,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,Less than 1 year,1 Piece
"Apartment for rent in Chott Meriem. Large area 110 m². Stunning sea view, double glazing.",310 TND,Chott Meriem inAkouda,110m²,5 Pieces,2 Rooms,2 Bathrooms,Good condition,1ststage,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,1-5 years old,
Rent this apartment. 5 large living areas. Fully furnished.,"1,000 TND",Menzel Temime,130m²,5 Pieces,2 Rooms,2 Bathrooms,New,2ndstage,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,1-5 years old,
Apartment for rent in Chott Meriem. Area 80 m². Fully furnished.,350 TND,Chott Meriem inAkouda,80m²,4 Pieces,2 Rooms,1 Bathroom,New,1ststage,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,1-5 years old,
"Apartment for rent in Bou Mhel. 3 lovely rooms. Quiet sorroundings with mountain view, central heating.",650 TND,Bou Mhel inBoumhel Bassatine,150m²,,3 Rooms,1 Bathroom,Good condition,3rdstage,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,5-10 years old,
Apartment for rent in La Soukra. 2 beautiful rooms. Well furnished.,250 TND,La Soukra inLa Soukra,120m²,3 Pieces,2 Rooms,2 Bathrooms,New,,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,,
"Great apartment for rent. 3 lovely rooms. Carpark, Balcony.","6,000 TND",La Marsa,237m²,,3 Rooms,,,,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
"Rent this apartment in Nouvelle Medina. Area 60 m². caretaker service available, General air conditioning.",780 TND,Nouvelle Medina inNouvelle Medina,60m²,,2 Rooms,1 Bathroom,Good condition,4thstage,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,5-10 years old,
"Find an apartment for rent in Bab El Khadra. 1 room. Satellite dish, secured residence.",400 TND,Bab El Khadra inTunis,50m²,,1 Room,1 Bathroom,Good condition,1ststage,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,10-20 years old,1 Piece
Very nice apartment for rent in La Marsa. 2 rooms. Well decorated.,"2,000 TND",La Marsa inLa Marsa,110m²,2 Pieces,1 Room,1 Bathroom,Good condition,,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,5-10 years old,
Rent this apartment. 5 rooms. Parking spaces and terrace.,"3,300 TND",Le Kram,200m²,,5 Rooms,,,,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
"Apartment for rent in Cité Ennasr 2. 4 lovely rooms. Double glazed window, Central air conditioning.","1,700 TND",Cité Ennasr 2 inAriana Ville,250m²,,4 Rooms,3 Bathrooms,New,2ndstage,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,5-10 years old,
Find an apartment for rent in El Kantaoui. 2 comfortable rooms.,"2,200 TND",El Kantaoui inHammam Sousse,150m²,2 Pieces,2 Rooms,1 Bathroom,New,,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Lovely apartment for rent in Les Berges Du Lac 2. Dimension 150 m². Fully furnished.,"3,700 TND",Les Berges Du Lac 2 inLa Marsa,150m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,5-10 years old,
Great apartment for rent in Les Berges Du Lac 2. 5 rooms. Well equipped kitchen.,"3,500 TND",Les Berges Du Lac 2 inLa Marsa,180m²,5 Pieces,4 Rooms,2 Bathrooms,New,,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
"Very nice apartment for rent in Aouina. 2 Room. Secured door, Secured neighbourhood.","1,250 TND",Aouina inLa Marsa,120m²,3 Pieces,2 Rooms,1 Bathroom,New,4thstage,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,1-5 years old,
Apartment for rent in Hammamet Nord. Area 140 m². Dressing room.,"1,300 TND",Hammamet Nord inHammamet,140m²,3 Pieces,2 Rooms,1 Bathroom,New,,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,Less than 1 year,
Flat for rent in Cité Ennasr 2. 4 comfortable rooms. Fully furnished.,"2,100 TND",Cité Ennasr 2 inAriana Ville,163m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,2ndstage,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,1-5 years old,
Great apartment for rent in Jaafar. Large area 82 m². Residence with Caretaker.,600 TND,Jaafar inRaoued,82m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,1ststage,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,1-5 years old,
Rent an apartment in Les Berges Du Lac 2. 4 large living areas. Parking spaces and terrace.,"8,500 TND",Les Berges Du Lac 2 inLa Marsa,400m²,4 Pieces,3 Rooms,4 Bathrooms,New,,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,,
Great apartment for rent in Les Jardins de Carthage. Area of 125 m². Secured door and central heating.,"1,900 TND",Les Jardins de Carthage inLe Kram,125m²,4 Pieces,3 Rooms,2 Bathrooms,New,1ststage,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,Less than 1 year,
Rent an apartment in Les Jardins d'El Menzah 2. Area of 100 m². Well decorated.,,Les Jardins d'El Menzah 2 inAriana Ville,120m²,3 Pieces,2 Rooms,2 Bathrooms,New,2ndstage,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,Less than 1 year,
Rent this apartment in Les Jardins de Carthage. 3 comfortable rooms. Reinforced door and secured residence.,"1,500 TND",Les Jardins de Carthage inLe Kram,100m²,3 Pieces,2 Rooms,1 Bathroom,New,5thstage,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,,
"Be the first for a new apartment on the first floor, S2",580 TND,Cité El Amel inFouchana,85m²,3 Pieces,2 Rooms,1 Bathroom,New,1ststage,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Less than 1 year,
Flat for rent in Cité Ennasr 2. 1 lovely room. General satellite dish system.,850 TND,Cité Ennasr 2 inAriana Ville,75m²,3 Pieces,1 Room,1 Bathroom,Good condition,6thstage,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,10-20 years old,
Lovely apartment for rent in Les Jardins de Carthage. 1 lovely room. Furnishings.,"3,000 TND",Les Jardins de Carthage inLe Kram,100m²,2 Pieces,1 Room,1 Bathroom,Good condition,3rdstage,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes,no,,
Apartment for rent in Ariana. 4 large rooms. Storage unit.,"1,850 TND",Ariana inAriana Ville,110m²,3 Pieces,2 Rooms,1 Bathroom,New,,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,Less than 1 year,
Find an apartment for rent in Sousse Corniche. 2 rooms. Cellar.,,Sousse Corniche inSousse Ville,80m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,1ststage,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,no,1-5 years old,
Lovely apartment for rent in Cité Taieb Mhiri. Dimension 120 m². Reinforced door and satellite dish.,"1,300 TND",Aouina inLa Marsa,120m²,,2 Rooms,1 Bathroom,New,4thstage,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,Less than 1 year,
Flat for rent in La Soukra. Total area 165 m². Air conditioning.,"400,000 TND",La Soukra inLa Soukra,165m²,5 Pieces,4 Rooms,3 Bathrooms,Good condition,,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,,
"Apartment for rent. Area of 170 m². Cellar, Large terrace.","3,000 TND",Les Jardins de Carthage inLe Kram,170m²,4 Pieces,3 Rooms,2 Bathrooms,New,,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Flat for rent in Chotrana 1. 1 Living area. Fireplace and caretaker service.,"1,400 TND",Chotrana 1 inLa Soukra,135m²,,2 Rooms,2 Bathrooms,New,2ndstage,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,1-5 years old,1 Piece
Lovely apartment for rent in Hammamet Nord. 2 lovely rooms. Ample storage space.,"3,800 TND",Hammamet Nord inHammamet,169m²,3 Pieces,2 Rooms,3 Bathrooms,New,,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,Less than 1 year,
Great apartment for rent in Cité de la Plage. Area 110 m². Furnished.,150 TND,Cité de la Plage inHammam Sousse,110m²,,2 Rooms,2 Bathrooms,Good condition,5thstage,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,,
Lovely apartment for rent. 6 rooms. Terrace.,"1,150 TND",Khezama Ouest,250m²,6 Pieces,3 Rooms,2 Bathrooms,Good condition,1ststage,no,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,10-20 years old,
Apartment for rent in Les Berges Du Lac 2. Dimension 100 m². Furnishings.,"2,000 TND",Les Berges Du Lac 2 inLa Marsa,100m²,2 Pieces,1 Room,1 Bathroom,Good condition,3rdstage,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,5-10 years old,
Apartment for rent. 2 beautiful rooms. Carpark and terrace.,"2,200 TND",Le Kram,140m²,,2 Rooms,,,,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
"Apartment for rent in Borj Louzir. Large area 110 m². caretaker service available, General air conditioning.",700 TND,Borj Louzir inLa Soukra,110m²,3 Pieces,3 Rooms,1 Bathroom,Good condition,1ststage,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,10-20 years old,
"Apartment for rent in La Manouba. 2 rooms. Double glazed window, Central air conditioning.",650 TND,La Manouba inLa Manouba,98m²,2 Pieces,2 Rooms,1 Bathroom,Good condition,1ststage,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,5-10 years old,
"Rent this apartment in Cité Ennour Jaafar. Small area 63 m². General satellite dish system, On site security.",650 TND,Cité Ennour Jaafar inRaoued,63m²,,2 Rooms,1 Bathroom,Good condition,1ststage,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,,
Lovely apartment for rent in Sidi Bousaid. 2 beautiful rooms. Large balcony.,"3,500 TND",Sidi Bousaid inCarthage,200m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
"Flat for rent in Les Jardins de Carthage. Area of 126 m². With Lift, Balcony.","1,600 TND",Les Jardins de Carthage inLe Kram,126m²,4 Pieces,3 Rooms,2 Bathrooms,New,10thstage,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,Less than 1 year,
Flat for rent in El Mourouj 6. 1 lovely room. Cellar.,450 TND,El Mourouj 6 inEl Mourouj,65m²,2 Pieces,1 Room,1 Bathroom,Good condition,3rdstage,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,1-5 years old,
"Apartment for rent in Raoued. Area of 100000 m². Reinforced door, satellite dish.",450 TND,Raoued inRaoued,100000m²,4 Pieces,2 Rooms,1 Bathroom,New,,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,1-5 years old,
Apartment for rent in Raoued. 4 beautiful rooms. Reinforced door and central heating.,450 TND,Raoued inRaoued,100000m²,3 Pieces,4 Rooms,1 Bathroom,New,,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,,
"Great apartment for rent in Les Jardins de Carthage. 4 large rooms. With Lift, Balcony.","1,700 TND",Les Jardins de Carthage inLe Kram,150m²,4 Pieces,3 Rooms,2 Bathrooms,New,4thstage,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,1-5 years old,
"Rent an apartment in El Ouardia. Large area 100 m². Green area, Balcony.",350 TND,El Ouardia inEl Ouardia,100m²,,1 Room,1 Bathroom,New,1ststage,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,1-5 years old,
A louer appartement a RAOUED neuve 2015meublee S3,850 TND,Jaafar inRaoued,130m²,,3 Rooms,2 Bathrooms,New,4thstage,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,1-5 years old,1 Piece
Find an apartment for rent in Nabeul. 1 lovely room. Well decorated.,600 TND,Nabeul inNabeul,50m²,3 Pieces,1 Room,1 Bathroom,New,18thstage,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,1-5 years old,
Very nice apartment for rent. Area of 130 m². Well decorated.,"1,500 TND",Le Kram,130m²,3 Pieces,2 Rooms,1 Bathroom,,1ststage,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,,
"Flat for rent in Les Jardins de Carthage. Area 127 m². Reinforced door, satellite dish.","1,900 TND",Les Jardins de Carthage inLe Kram,127m²,,4 Rooms,2 Bathrooms,New,8thstage,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,1-5 years old,
Rent this apartment. 2 beautiful rooms. Dressing room.,"2,000 TND",Le Kram,150m²,3 Pieces,2 Rooms,1 Bathroom,,1ststage,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,,
Apartment for rent in Aouina. Small area 110 m².,"1,900 TND",Aouina inLa Marsa,110m²,4 Pieces,3 Rooms,1 Bathroom,New,3rdstage,,,,,,,,,,,,,,,,,,,,,1-5 years old,
Apartment for rent in Cité El Habib. 1 Room. Reinforced door and secured residence.,"1,050 TND",Cité El Habib inEzzahra,156m²,,3 Rooms,2 Bathrooms,Good condition,3rdstage,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,5-10 years old,1 Piece
Very nice apartment for rent in Hammamet Nord. Area of 95 m². Furnished,"1,300 TND",Hammamet Nord inHammamet,95m²,,1 Room,1 Bathroom,New,1ststage,yes,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,1-5 years old,
"Apartment for rent in Chotrana 1. 2 rooms. Secured door, Central air conditioning.","1,111 TND",Chotrana 1 inLa Soukra,100m²,3 Pieces,2 Rooms,1 Bathroom,New,20thstage,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,,
Apartment for rent in Sousse Jaouhara. 2 comfortable rooms.,"1,200 TND",Sousse Jaouhara inSousse Jaouhara,100m²,2 Pieces,3 Rooms,1 Bathroom,New,,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Rent this apartment in Cité Ennasr 2. Surface area 150 m². Equipped kitchen.,"1,200 TND",Cité Ennasr 2 inAriana Ville,150m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,8thstage,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
"Flat for rent in Borj Cedria. 4 comfortable rooms. Exceptional mountain view, central air conditioning.",850 TND,Borj Cedria inHammam Chatt,125m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,2ndstage,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,1-5 years old,
"Very nice apartment for rent in Oued Ellil. 3 rooms. Green area, Balcony.",400 TND,Oued Ellil inOued Ellil,110m²,3 Pieces,1 Room,1 Bathroom,New,1ststage,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,1-5 years old,
Find an apartment for rent in Le Bardo. Large area 80 m². Attic.,,Le Bardo inLe Bardo,80m²,,2 Rooms,1 Bathroom,Good condition,4thstage,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,,
Apartment for rent in La Marsa. 2 lovely rooms. Storage unit.,"2,450 TND",La Marsa inLa Marsa,98m²,2 Pieces,2 Rooms,2 Bathrooms,New,2ndstage,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,,
Flat for rent in Hammamet. 2 lovely rooms. Cellar.,550 TND,Hammamet inHammamet,85m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,2ndstage,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,5-10 years old,
"Apartment for rent in Gammarth. Small area 70 m². Double glazing, Robust door.",460 TND,Gammarth inLa Marsa,70m²,,2 Rooms,1 Bathroom,Good condition,1ststage,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,1-5 years old,
Rent this apartment in Monastir Ville. 3 lovely rooms. Fully furnished.,750 TND,Monastir Ville inMonastir Ville,130m²,5 Pieces,3 Rooms,2 Bathrooms,New,,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,,
Apartment for rent in Cité Ubn Khaldoun. 2 beautiful rooms. Furnishings.,450 TND,Cité Ubn Khaldoun inEl Omrane Superieur,70m²,,2 Rooms,1 Bathroom,Good condition,,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,,
Rent this apartment in Ksar Said. 3 rooms. Beautiful terrace.,220 TND,Ksar Said inLe Bardo,,,3 Rooms,1 Bathroom,,3rdstage,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,30-50 years old,Due for reform
Very nice apartment for rent in Cité El Wafa. 2 comfortable rooms. Furnished.,850 TND,Cité El Wafa inNabeul,135m²,2 Pieces,2 Rooms,2 Bathrooms,New,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,1-5 years old,
Apartment for rent in Cité des Juges. Large area 90 m². New furniture.,500 TND,Cité des Juges inRaoued,90m²,,2 Rooms,1 Bathroom,Good condition,1ststage,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,1-5 years old,
Apartment for rent in Borj Cedria. 3 rooms. Attic.,"1,400 TND",Borj Cedria inHammam Chatt,120m²,4 Pieces,3 Rooms,2 Bathrooms,New,,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,,
Lovely apartment for rent in Ain Zaghouan Sud. 3 comfortable rooms.,"4,900 TND",La Marsa inLa Marsa,220m²,4 Pieces,3 Rooms,2 Bathrooms,New,,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Lovely apartment for rent in Les Berges Du Lac 1. 3 rooms. Well decorated.,"2,700 TND",Les Berges Du Lac 1 inLa Marsa,150m²,3 Pieces,2 Rooms,1 Bathroom,New,4thstage,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,no,5-10 years old,
Apartment for rent in Les Berges Du Lac 1. 2 rooms. Ample storage space.,,Les Berges Du Lac 1 inLa Marsa,150m²,3 Pieces,2 Rooms,1 Bathroom,New,4thstage,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,no,5-10 years old,
Rent this apartment. Area 25 m². Furnished.,600 TND,Sousse Corniche,25m²,,1 Room,1 Bathroom,New,1ststage,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,,
Apartment for rent. Large area 28 m². Furnished.,"1,000 TND",Sousse Corniche,28m²,,1 Room,1 Bathroom,New,1ststage,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,,
Apartment for rent. Dimension 160 m². Attic.,"1,900 TND",Le Kram,160m²,4 Pieces,3 Rooms,1 Bathroom,,1ststage,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,,
"Find an apartment for rent in Les Berges Du Lac 2. 5 large rooms. Satellite dish, secured residence.","3,300 TND",Les Berges Du Lac 2 inLa Marsa,260m²,5 Pieces,3 Rooms,4 Bathrooms,Good condition,,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,5-10 years old,
Great apartment for rent in Carthage. Surface area 200 m². Carpark and terrace.,"3,900 TND",Carthage inCarthage,200m²,,,,,,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,,
Flat for rent in Habib Thameur. 3 comfortable rooms. Caretaker available.,"1,000 TND",Habib Thameur inTunis,100m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,3rdstage,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,50-70 years old,
Lovely apartment for rent in Cité des Juges. 2 large living areas. Furnishings.,"1,200 TND",Cité des Juges inLa Marsa,90m²,2 Pieces,1 Room,1 Bathroom,Good condition,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,5-10 years old,
Very nice apartment for rent in La Soukra. Area of 280 m². Reinforced door and central heating.,"4,000 TND",La Soukra inLa Soukra,280m²,4 Pieces,3 Rooms,4 Bathrooms,New,1ststage,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,Less than 1 year,
Rent an apartment. 3 large rooms. Furnished.,"1,400 TND",Le Kram,130m²,3 Pieces,2 Rooms,1 Bathroom,,1ststage,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,,
Apartment for rent in Le Bardo. Small area 70 m². Terrace and garden.,700 TND,Le Bardo inLe Bardo,70m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Find an apartment for rent in La Manouba. 2 lovely rooms. Fully furnished.,450 TND,La Manouba inLa Manouba,40m²,2 Pieces,2 Rooms,1 Bathroom,Good condition,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,10-20 years old,
Great apartment for rent in Hammamet Sud. 1 room. Furnished.,"2,500 TND",Hammamet Sud inHammamet,75m²,2 Pieces,2 Rooms,1 Bathroom,New,5thstage,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,1-5 years old,
"Find an apartment for rent. 4 rooms. Exceptional mountain view, central heating.",800 TND,Bizerte,150m²,4 Pieces,4 Rooms,1 Bathroom,New,2ndstage,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,Less than 1 year,
Apartment for rent. 3 rooms.,450 TND,Hammam Sousse,150m²,,3 Rooms,,,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Lovely apartment for rent. 1 room. Garage.,"2,500 TND",Le Kram,60m²,,1 Room,,,,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Rent an apartment in Cité des Juges. 2 large living areas. Satellite dish.,"1,200 TND",Cité des Juges inLa Marsa,90m²,2 Pieces,1 Room,1 Bathroom,Good condition,,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,5-10 years old,
"Apartment for rent in Cité Bou Mhel. 6 large living areas. Quiet sorroundings with mountain view, air conditioning installation.",950 TND,Bou Mhel inBoumhel Bassatine,130m²,6 Pieces,2 Rooms,2 Bathrooms,New,2ndstage,no,yes,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,1-5 years old,
"Apartment for rent in Douar Hicher. 2 rooms. No Lift, Balcony.",800 TND,Douar Hicher inDouar Hicher,200m²,,2 Rooms,1 Bathroom,New,4thstage,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,Less than 1 year,
